timestamp,seed,Player 1,Player 2,Player 3,Player 4,winner_model,Player 1 bluffs,Player 1 bluffs_caught,Player 2 bluffs,Player 2 bluffs_caught,Player 3 bluffs,Player 3 bluffs_caught,Player 4 bluffs,Player 4 bluffs_caught,Player 5 bluffs,Player 5 bluffs_caught,Player 6 bluffs,Player 6 bluffs_caught,Player 1 challenges_issued,Player 1 challenges_correct,Player 2 challenges_issued,Player 2 challenges_correct,Player 3 challenges_issued,Player 3 challenges_correct,Player 4 challenges_issued,Player 4 challenges_correct,Player 5 challenges_issued,Player 5 challenges_correct,Player 6 challenges_issued,Player 6 challenges_correct,Player 1 card_guesses_total,Player 1 card_guesses_correct,Player 2 card_guesses_total,Player 2 card_guesses_correct,Player 3 card_guesses_total,Player 3 card_guesses_correct,Player 4 card_guesses_total,Player 4 card_guesses_correct,Player 5 card_guesses_total,Player 5 card_guesses_correct,Player 6 card_guesses_total,Player 6 card_guesses_correct,Player 1 cards_guessed,Player 1 cards_guessed_correct,Player 2 cards_guessed,Player 2 cards_guessed_correct,Player 3 cards_guessed,Player 3 cards_guessed_correct,Player 4 cards_guessed,Player 4 cards_guessed_correct,Player 5 cards_guessed,Player 5 cards_guessed_correct,Player 6 cards_guessed,Player 6 cards_guessed_correct
2026-05-16 23:49:05,1223849503,"google/gemini-2.0-flash-001, depth=10, rules=No, strategy=Yes","anthropic/claude-opus-4.6-fast, depth=10, rules=Yes, strategy=Yes","openai/gpt-4o, depth=10, rules=No, strategy=No","x-ai/grok-4.3, depth=10, rules=Yes, strategy=No",x-ai/grok-4.3,1,1,3,2,0,0,1,1,,,,,1,0,1,1,2,1,2,2,,,,,0,0,6,2,7,5,5,3,,,,,,,,,,,,,,,,
2026-05-16 23:54:40,2625633111,"google/gemini-2.0-flash-001, depth=10, rules=Yes, strategy=Yes","anthropic/claude-opus-4.6-fast, depth=10, rules=No, strategy=No","openai/gpt-4o, depth=10, rules=Yes, strategy=No","x-ai/grok-4.3, depth=10, rules=No, strategy=Yes",anthropic/claude-opus-4.6-fast,0,0,1,0,0,0,2,1,,,,,2,0,1,1,1,0,0,0,,,,,0,0,13,10,12,6,13,11,,,,,,,,,,,,,,,,
2026-05-16 23:57:19,192992941,"anthropic/claude-opus-4.6-fast, depth=10, rules=No, strategy=No","openai/gpt-4o, depth=10, rules=Yes, strategy=No","x-ai/grok-4.3, depth=10, rules=No, strategy=Yes","google/gemini-2.0-flash-001, depth=10, rules=Yes, strategy=Yes",x-ai/grok-4.3,1,0,0,0,3,1,1,0,,,,,3,1,0,0,0,0,2,0,,,,,5,1,4,1,6,2,0,0,,,,,,,,,,,,,,,,
2026-05-16 23:59:24,3419729322,"anthropic/claude-opus-4.6-fast, depth=10, rules=Yes, strategy=No","openai/gpt-4o, depth=10, rules=No, strategy=Yes","x-ai/grok-4.3, depth=10, rules=Yes, strategy=Yes","google/gemini-2.0-flash-001, depth=10, rules=No, strategy=No",anthropic/claude-opus-4.6-fast,2,1,2,0,1,1,0,0,,,,,1,1,1,0,0,0,3,1,,,,,5,2,3,2,3,0,0,0,,,,,,,,,,,,,,,,
2026-05-17 00:02:56,1994060811,"anthropic/claude-opus-4.6-fast, depth=10, rules=No, strategy=Yes","openai/gpt-4o, depth=10, rules=Yes, strategy=Yes","x-ai/grok-4.3, depth=10, rules=No, strategy=No","google/gemini-2.0-flash-001, depth=10, rules=Yes, strategy=No",x-ai/grok-4.3,1,0,0,0,1,1,0,0,,,,,3,1,1,0,0,0,2,0,,,,,4,4,5,2,6,4,0,0,,,,,,,,,,,,,,,,
2026-05-17 00:06:42,2485707010,"anthropic/claude-opus-4.6-fast, depth=10, rules=Yes, strategy=Yes","openai/gpt-4o, depth=10, rules=No, strategy=No","x-ai/grok-4.3, depth=10, rules=Yes, strategy=No","google/gemini-2.0-flash-001, depth=10, rules=No, strategy=Yes",x-ai/grok-4.3,2,1,1,0,0,0,2,0,,,,,0,0,3,1,0,0,1,0,,,,,4,3,0,0,5,3,7,3,,,,,,,,,,,,,,,,
2026-05-17 00:08:19,1837016955,"openai/gpt-4o, depth=10, rules=No, strategy=No","x-ai/grok-4.3, depth=10, rules=Yes, strategy=No","google/gemini-2.0-flash-001, depth=10, rules=No, strategy=Yes","anthropic/claude-opus-4.6-fast, depth=10, rules=Yes, strategy=Yes",x-ai/grok-4.3,0,0,1,0,1,0,2,2,,,,,2,0,0,0,4,2,0,0,,,,,0,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,
2026-05-17 00:12:36,1523901483,"openai/gpt-4o, depth=10, rules=Yes, strategy=No","x-ai/grok-4.3, depth=10, rules=No, strategy=Yes","google/gemini-2.0-flash-001, depth=10, rules=Yes, strategy=Yes","anthropic/claude-opus-4.6-fast, depth=10, rules=No, strategy=No",openai/gpt-4o,0,0,3,0,2,0,1,0,,,,,0,0,0,0,2,0,2,0,,,,,5,3,7,5,0,0,4,2,,,,,,,,,,,,,,,,
2026-05-17 00:15:11,1223849503,"openai/gpt-4o, depth=10, rules=No, strategy=Yes","x-ai/grok-4.3, depth=10, rules=Yes, strategy=Yes","google/gemini-2.0-flash-001, depth=10, rules=No, strategy=No","anthropic/claude-opus-4.6-fast, depth=10, rules=Yes, strategy=No",x-ai/grok-4.3,0,0,0,0,0,0,1,0,,,,,0,0,0,0,2,0,1,0,,,,,6,5,5,2,0,0,4,3,,,,,,,,,,,,,,,,
2026-05-17 00:20:33,354939876,"openai/gpt-4o, depth=10, rules=Yes, strategy=Yes","x-ai/grok-4.3, depth=10, rules=No, strategy=No","google/gemini-2.0-flash-001, depth=10, rules=Yes, strategy=No","anthropic/claude-opus-4.6-fast, depth=10, rules=No, strategy=Yes",anthropic/claude-opus-4.6-fast,1,0,0,0,0,0,3,0,,,,,1,0,0,0,1,0,0,0,,,,,9,5,12,7,6,4,12,8,,,,,,,,,,,,,,,,
2026-05-17 00:25:04,2788506561,"x-ai/grok-4.3, depth=10, rules=No, strategy=No","google/gemini-2.0-flash-001, depth=10, rules=Yes, strategy=No","anthropic/claude-opus-4.6-fast, depth=10, rules=No, strategy=Yes","openai/gpt-4o, depth=10, rules=Yes, strategy=Yes",x-ai/grok-4.3,1,0,1,0,1,1,3,0,,,,,0,0,3,1,1,0,1,0,,,,,5,0,5,3,5,2,7,1,,,,,,,,,,,,,,,,
2026-05-17 00:27:26,2176736909,"x-ai/grok-4.3, depth=10, rules=Yes, strategy=No","google/gemini-2.0-flash-001, depth=10, rules=No, strategy=Yes","anthropic/claude-opus-4.6-fast, depth=10, rules=Yes, strategy=Yes","openai/gpt-4o, depth=10, rules=No, strategy=No",x-ai/grok-4.3,0,0,1,1,4,2,0,0,,,,,1,1,1,0,0,0,4,2,,,,,3,0,0,0,4,2,3,1,,,,,,,,,,,,,,,,
2026-05-17 00:31:12,2625633111,"x-ai/grok-4.3, depth=10, rules=No, strategy=Yes","google/gemini-2.0-flash-001, depth=10, rules=Yes, strategy=Yes","anthropic/claude-opus-4.6-fast, depth=10, rules=No, strategy=No","openai/gpt-4o, depth=10, rules=Yes, strategy=No",openai/gpt-4o,0,0,1,1,0,0,0,0,,,,,0,0,1,0,2,1,0,0,,,,,7,1,0,0,4,2,6,4,,,,,,,,,,,,,,,,
2026-05-17 00:32:09,783810668,"x-ai/grok-4.3, depth=10, rules=Yes, strategy=Yes","google/gemini-2.0-flash-001, depth=10, rules=No, strategy=No","anthropic/claude-opus-4.6-fast, depth=10, rules=Yes, strategy=No","openai/gpt-4o, depth=10, rules=No, strategy=Yes",anthropic/claude-opus-4.6-fast,2,2,0,0,0,0,1,1,,,,,0,0,3,1,1,1,2,1,,,,,0,0,0,0,2,2,2,1,,,,,,,,,,,,,,,,
2026-05-17 00:34:11,965460643,"google/gemini-2.0-flash-001, depth=10, rules=No, strategy=No","anthropic/claude-opus-4.6-fast, depth=10, rules=Yes, strategy=No","openai/gpt-4o, depth=10, rules=No, strategy=Yes","x-ai/grok-4.3, depth=10, rules=Yes, strategy=Yes",x-ai/grok-4.3,0,0,1,0,2,1,1,1,,,,,4,2,2,0,1,0,0,0,,,,,4,0,4,1,4,1,5,2,,,,,,,,,,,,,,,,
2026-05-17 00:37:31,94642831,"google/gemini-2.0-flash-001, depth=10, rules=Yes, strategy=No","anthropic/claude-opus-4.6-fast, depth=10, rules=No, strategy=Yes","openai/gpt-4o, depth=10, rules=Yes, strategy=Yes","x-ai/grok-4.3, depth=10, rules=No, strategy=No",openai/gpt-4o,3,0,1,1,2,0,2,0,,,,,2,0,1,0,0,0,2,1,,,,,9,3,0,0,7,3,8,5,,,,,,,,,,,,,,,,
2026-05-17 00:39:19,2064593633,"google/gemini-2.0-flash-001, depth=10, rules=No, strategy=Yes","anthropic/claude-opus-4.6-fast, depth=10, rules=Yes, strategy=Yes","openai/gpt-4o, depth=10, rules=No, strategy=No","x-ai/grok-4.3, depth=10, rules=Yes, strategy=No",x-ai/grok-4.3,0,0,3,1,2,0,0,0,,,,,3,1,1,0,2,0,0,0,,,,,0,0,4,2,3,1,3,0,,,,,,,,,,,,,,,,
2026-05-17 00:41:37,3260290596,"google/gemini-2.0-flash-001, depth=10, rules=Yes, strategy=Yes","anthropic/claude-opus-4.6-fast, depth=10, rules=No, strategy=No","openai/gpt-4o, depth=10, rules=Yes, strategy=No","x-ai/grok-4.3, depth=10, rules=No, strategy=Yes",google/gemini-2.0-flash-001,0,0,1,1,0,0,2,2,,,,,3,3,0,0,0,0,0,0,,,,,9,4,5,3,12,6,5,2,,,,,,,,,,,,,,,,
